FinalBTC,Liquidated,GoalReached
0.44376611352101475,False,False
0.36885496626284686,False,False
0.34482342636731717,False,False
0.47135858448136114,False,False
0.2533925174381737,False,False
0.40042304515153265,False,False
0.0,True,False
0.3083560013959624,False,False
0.3615555766997766,False,False
0.37312247327840675,False,False
0.4069920435243292,False,False
0.4862508445112011,False,False
0.25692529732289554,False,False
0.29273766981648214,False,False
0.46818698037722695,False,False
0.3453045420998985,False,False
0.2969938979310885,False,False
0.3629584556039922,False,False
0.48551209011621776,False,False
0.3729789961630531,False,False
0.42854112927493015,False,False
0.34358101532526775,False,False
0.30981527658133484,False,False
0.3140214485193509,False,False
0.42767083609682477,False,False
0.3305253996153712,False,False
0.32245657978710135,False,False
0.3550631362874524,False,False
0.3331935965996248,False,False
0.32945606811400163,False,False
0.31416423520611664,False,False
0.35467302706954984,False,False
0.0,True,False
0.2969589169347353,False,False
0.0,True,False
0.2974714154592219,False,False
0.31133616129317343,False,False
0.33648425234060836,False,False
0.40730403809257587,False,False
0.33270029127789796,False,False
0.3527642020843445,False,False
0.31637752716724005,False,False
0.3097177732471535,False,False
0.3078733719605521,False,False
0.39645597351749345,False,False
0.44590380927411827,False,False
0.30170583321042577,False,False
0.3749436801225723,False,False
0.47618591875628963,False,False
0.3227775219048003,False,False
