entry_price,exit_price,cycle_duration_days,loan_amount,origination_fee,total_loan_balance,payment_strategy,total_interest,final_loan_balance,interest_rate_effective,btc_purchased,btc_sold_during_cycle,btc_sold_at_exit,cure_btc_needed,net_btc_gain,margin_call_occurred,liquidation_occurred,worst_expected_drawdown,worst_ltv,exit_ltv,scenario_name,scenario_description,cycle,free_btc_before,collateral_btc,free_btc_after
118000.0,100480.78901478295,180,10000.0,330.0,10330.0,liquidated,0,10330.0,0.0,0.0847457627118644,0,0,0,-0.096,False,True,0.15,0.877314393566919,0.8567143448751041,sideways,Choppy sideways movement,1,0.12,0.12,0
