FinalBTC,Liquidated,GoalReached
0.0,True,False
0.3375920059936415,False,False
0.3334273303323625,False,False
0.2788575441580514,False,False
0.3678028179551396,False,False
0.4112408518088011,False,False
0.3290829896610029,False,False
0.4291869967738111,False,False
0.3539517373982801,False,False
0.39412683597771114,False,False
0.4354608885694687,False,False
0.3825289379304486,False,False
0.3360234221736566,False,False
0.3576019704320401,False,False
0.46598793737018407,False,False
0.375026577269714,False,False
0.4072712845347536,False,False
0.4122658702712307,False,False
0.277176687853717,False,False
0.290592844856156,False,False
0.0,True,False
0.3629414491011732,False,False
0.0,True,False
0.4401404111595397,False,False
0.37162544925953017,False,False
0.3899391536698764,False,False
0.3952639065713999,False,False
0.30625329555022307,False,False
0.36223186188278794,False,False
0.3833561254667687,False,False
0.36962101510722245,False,False
0.2838608239496785,False,False
0.310782679219516,False,False
0.39304063764534547,False,False
0.32101903337305215,False,False
0.25379915209719206,False,False
0.3120441404985175,False,False
0.2533925174381737,False,False
0.42466245289615306,False,False
0.0,True,False
0.30210612706211476,False,False
0.3797801806966477,False,False
0.3360848357214993,False,False
0.29506664216153466,False,False
0.3775731347275786,False,False
0.4850673383908698,False,False
0.0,True,False
0.32086780726915043,False,False
0.44199598029314824,False,False
0.2517244051414276,False,False
