entry_price,exit_price,cycle_duration_days,loan_amount,origination_fee,total_loan_balance,payment_strategy,total_interest,final_loan_balance,interest_rate_effective,btc_purchased,btc_sold_during_cycle,btc_sold_at_exit,cure_btc_needed,net_btc_gain,margin_call_occurred,liquidation_occurred,worst_expected_drawdown,worst_ltv,exit_ltv,cycle,free_btc_before,collateral_btc,free_btc_after
118000.0,128000.0,202,10000.0,330.0,10330.0,deferred,678.7024822887084,11215.30248228871,6.787024822887084,0.0847457627118644,0,0.08761955064288054,0,-0.002873787931016142,False,True,0.8624999999999999,5.305598356445811,0.7301629220240045,1,0.12,0.12,0
