FinalBTC,Liquidated,GoalReached
0.3637571316682702,False,False
0.2860327362423325,False,False
0.36217956653393274,False,False
0.296448277968591,False,False
0.258230842911281,False,False
0.3544765117375533,False,False
0.3442962911061853,False,False
0.40069658031210376,False,False
0.27854029048295786,False,False
0.2533925174381737,False,False
0.0,True,False
0.3425861565044774,False,False
0.42836472594047953,False,False
0.30944421698197183,False,False
0.2810453964942979,False,False
0.28553323329178265,False,False
0.37498669459281236,False,False
0.3843138880204166,False,False
0.3327801194818372,False,False
0.49100783709472956,False,False
0.41768847084697097,False,False
0.32806560746064056,False,False
0.29600735197716677,False,False
0.2533925174381737,False,False
0.38324763117181576,False,False
0.3892814874888002,False,False
0.28356385049005955,False,False
0.0,True,False
0.33364332040313566,False,False
0.39013312056565075,False,False
0.3450966954414753,False,False
0.37064301012808715,False,False
0.27627861461979286,False,False
0.3086936218342364,False,False
0.3344724088699156,False,False
0.29523438190426865,False,False
0.30678045022000944,False,False
0.34341809482889046,False,False
0.272835394995496,False,False
0.2670272552001064,False,False
0.3514771314221957,False,False
0.32125163931280226,False,False
0.4283240031772571,False,False
0.29976483309200364,False,False
0.3682956032492867,False,False
0.3568233864917834,False,False
0.3696083034083428,False,False
0.0,True,False
0.33534030375949336,False,False
0.4762255722042852,False,False
