FinalBTC,Liquidated,GoalReached
0.5417754682437368,False,False
0.382321937787694,False,False
0.3571472550310568,False,False
0.33156849416985146,False,False
0.4153513116481273,False,False
0.3424543746387686,False,False
0.27052796516151795,False,False
0.3390876067597203,False,False
0.3777630504752994,False,False
0.31619013041638194,False,False
0.3713412429877421,False,False
0.4551500094657192,False,False
0.4345898326214417,False,False
0.4419550692315014,False,False
0.3381477255240745,False,False
0.4171799951828546,False,False
0.33039073029103666,False,False
0.4474428489581569,False,False
0.3961121130702152,False,False
0.39103047517219575,False,False
0.30570002766765214,False,False
0.28814989193509,False,False
0.3394486046874521,False,False
0.4220687594670629,False,False
0.3254135432534158,False,False
0.39396215848893523,False,False
0.0,True,False
0.3116814482436257,False,False
0.3774023170425933,False,False
0.3572753247516124,False,False
0.34783768986770847,False,False
0.3208628375010049,False,False
0.2724270247211959,False,False
0.0,True,False
0.35010404861529554,False,False
0.2964786122177061,False,False
0.3973589339473903,False,False
0.3894337594733508,False,False
0.3977044602349364,False,False
0.3610546231428541,False,False
0.3018783748107902,False,False
0.32551299314117965,False,False
0.37329389135098,False,False
0.273877854920505,False,False
0.3914719725830054,False,False
0.3433981140443965,False,False
0.44498629385689453,False,False
0.2533925174381737,False,False
0.33879001514677487,False,False
0.460903702696516,False,False
