FinalBTC,Liquidated,GoalReached
0.37101572654867987,False,False
0.0,True,False
0.42971216611576013,False,False
0.3264108900806331,False,False
0.3520654448500895,False,False
0.30698308969681154,False,False
0.37479717357903425,False,False
0.4575092215197077,False,False
0.2632007119169341,False,False
0.31146141137156,False,False
0.32829009402541864,False,False
0.2898004859916553,False,False
0.43665739599396036,False,False
0.27848795799933085,False,False
0.37549985343446757,False,False
0.4066957381332793,False,False
0.0,True,False
0.35994846648555134,False,False
0.39425406653386463,False,False
0.35057740915172153,False,False
0.3060302867021871,False,False
0.3975539531091545,False,False
0.4856095304728956,False,False
0.3540343989466436,False,False
0.36382440340197064,False,False
0.4041962994447884,False,False
0.32648466178480223,False,False
0.35557056080647437,False,False
0.3571828918319202,False,False
0.306820465347801,False,False
0.36977279007457137,False,False
0.3434906215049292,False,False
0.27281002824092176,False,False
0.3672480648740663,False,False
0.2635304701024694,False,False
0.3805285604106525,False,False
0.3888019950725023,False,False
0.2982847287556925,False,False
0.3718621934540891,False,False
0.3662523893982673,False,False
0.31338969258243443,False,False
0.31511306443273124,False,False
0.3964637489544254,False,False
0.3949051739311902,False,False
0.4619474542902782,False,False
0.315242662684646,False,False
0.35811421566652335,False,False
0.3348775917737152,False,False
0.32425143116436833,False,False
0.0,True,False
