FinalBTC,Liquidated,GoalReached
0.2923351281302517,False,False
0.31517994002772926,False,False
0.38150856273777395,False,False
0.37591272658847136,False,False
0.0,True,False
0.25824340425301523,False,False
0.3104903101857792,False,False
0.3216177025965399,False,False
0.32452303553303996,False,False
0.2992463194825594,False,False
0.30859164260851146,False,False
0.41886849389758224,False,False
0.36337609430156054,False,False
0.37293049908836273,False,False
0.4950273311478932,False,False
0.3834235386317195,False,False
0.3491169358067101,False,False
0.3950334552551443,False,False
0.345274759514016,False,False
0.0,True,False
0.4019034048136615,False,False
0.26955372555344287,False,False
0.41600346561483037,False,False
0.0,True,False
0.3124854031317754,False,False
0.3824352463076851,False,False
0.3971948703452932,False,False
0.4767931000865637,False,False
0.2950936702680745,False,False
0.42132927500852296,False,False
0.38368715531213987,False,False
0.3877925513404566,False,False
0.37125045686774333,False,False
0.39731664000652983,False,False
0.3182969206053747,False,False
0.3727002090008126,False,False
0.40489194571537435,False,False
0.366284680291006,False,False
0.38648784321527807,False,False
0.38952857197980434,False,False
0.3700579681263737,False,False
0.2950284253034904,False,False
0.29084322823139297,False,False
0.3327941522003127,False,False
0.25492001059054165,False,False
0.3387305114876756,False,False
0.38501667295223263,False,False
0.2839409492798613,False,False
0.41116559474741604,False,False
0.37777006597861573,False,False
