entry_price,exit_price,cycle_duration_days,loan_amount,origination_fee,total_loan_balance,payment_strategy,total_interest,final_loan_balance,interest_rate_effective,btc_purchased,btc_sold_during_cycle,btc_sold_at_exit,cure_btc_needed,net_btc_gain,margin_call_occurred,liquidation_occurred,worst_expected_drawdown,worst_ltv,exit_ltv,scenario_name,scenario_description,cycle,free_btc_before,collateral_btc,free_btc_after
118000.0,101766.79818293244,180,28320.0,934.5600000000001,29254.56,liquidated,0,29839.6512,0.0,0.24,0,0,0,-0.24,False,True,0.17069258974705093,1.0201283499226899,0.9773865914618272,decline,Gradual decline,1,0.2,0.3,0
