FinalBTC,Liquidated,GoalReached
0.38718637759970725,False,False
0.3553050139379847,False,False
0.40441116131263216,False,False
0.41504932796021926,False,False
0.3801107359656509,False,False
0.500839584181424,False,False
0.0,True,False
0.0,True,False
0.3036468314185592,False,False
0.3459716262882433,False,False
0.39499096556625396,False,False
0.36975619708621166,False,False
0.36906716650925536,False,False
0.44074718028778137,False,False
0.33707495165802753,False,False
0.36072665220316985,False,False
0.42356964869008135,False,False
0.3677630341981572,False,False
0.0,True,False
0.3174770554151629,False,False
0.4266065516259128,False,False
0.0,True,False
0.3373181137893275,False,False
0.3800459936300863,False,False
0.2837933069576137,False,False
0.42963766709490414,False,False
0.3919875960099096,False,False
0.30569621758018634,False,False
0.37238949168370983,False,False
0.38874767959356393,False,False
0.3492510279189531,False,False
0.35439948271240307,False,False
0.4075728063141971,False,False
0.0,True,False
0.29496060363204135,False,False
0.35270827536510935,False,False
0.337551276383034,False,False
0.4131156710998923,False,False
0.35972976784390964,False,False
0.0,True,False
0.2967896679234574,False,False
0.29221728598376107,False,False
0.0,True,False
0.4673115954219412,False,False
0.2957342382041644,False,False
0.3448003081432785,False,False
0.28179999079488577,False,False
0.4612235467737151,False,False
0.2673187555299133,False,False
0.3177574283303749,False,False
0.3287455840660365,False,False
0.4099913162051714,False,False
0.38671226850547724,False,False
0.3558344527022547,False,False
0.3031457633844635,False,False
0.42188866713116285,False,False
0.40238786947250005,False,False
0.3745830876415975,False,False
0.2980309284833862,False,False
0.34227011182626493,False,False
0.2801045654276165,False,False
0.3989608055485692,False,False
0.4271134356590182,False,False
0.26528098244207415,False,False
0.41929226015973997,False,False
0.3431013321962312,False,False
0.4013331907403643,False,False
0.2874996621045015,False,False
0.4071535587394471,False,False
0.3423131184104641,False,False
0.3896445101710708,False,False
0.362435123685773,False,False
0.32620567678118134,False,False
0.0,True,False
0.3219717942236412,False,False
0.3750663196463731,False,False
0.37547769086504607,False,False
0.4246069330746475,False,False
0.33644679812332384,False,False
0.29268337828390584,False,False
0.3185354089811217,False,False
0.3285243799922002,False,False
0.47178429512262365,False,False
0.28362736206628747,False,False
0.33877225439283215,False,False
0.27362473747808663,False,False
0.3182096239512366,False,False
0.3195161885850335,False,False
0.46892424574494257,False,False
0.3326352950857042,False,False
0.32723541124789773,False,False
0.4740652656569305,False,False
0.37420975680285845,False,False
0.37327685634643315,False,False
0.2906101056264467,False,False
0.3755231693202441,False,False
0.41252185581243406,False,False
0.30052329988026033,False,False
0.0,True,False
0.29393523531770394,False,False
