FinalBTC,Liquidated,GoalReached
0.45681906376620135,False,False
0.3278412908920381,False,False
0.0,True,False
0.39089133126688624,False,False
0.489336747936207,False,False
0.3569724107063422,False,False
0.0,True,False
0.2681211728315128,False,False
0.36253939578168504,False,False
0.391714267640586,False,False
0.3971607665625871,False,False
0.39716722668668347,False,False
0.2916349605532314,False,False
0.0,True,False
0.28474447444838796,False,False
0.32027222365161345,False,False
0.0,True,False
0.48413355737761427,False,False
0.295777617860985,False,False
0.32818857622904435,False,False
0.3802332179454664,False,False
0.2710154499726924,False,False
0.3779416808606844,False,False
0.3924036852713186,False,False
0.2533925174381737,False,False
0.37532739425665795,False,False
0.34264279534800085,False,False
0.0,True,False
0.4475762641502531,False,False
0.40253004381749763,False,False
0.3305788855190828,False,False
0.39648891766587174,False,False
0.3698505414612447,False,False
0.3713420965961194,False,False
0.38116733666616376,False,False
0.4436598354928516,False,False
0.3182968696383347,False,False
0.3257484197517922,False,False
0.36611906183843446,False,False
0.3869976017860541,False,False
0.0,True,False
0.32247319246374445,False,False
0.0,True,False
0.3428576371369446,False,False
0.32662784709559595,False,False
0.40644726250904517,False,False
0.32413012509420935,False,False
0.37586047986794885,False,False
0.4549546422766992,False,False
0.43259128278201203,False,False
