FinalBTC,Liquidated,GoalReached
0.36320148001822966,False,False
0.3275192383732645,False,False
0.33179833254766133,False,False
0.38674818769742775,False,False
0.0,True,False
0.32617662763427163,False,False
0.445135398596754,False,False
0.3285025857729183,False,False
0.42996255594905053,False,False
0.30614679751914825,False,False
0.3465397204171783,False,False
0.3099190248847544,False,False
0.3104662271126608,False,False
0.0,True,False
0.34495393613043823,False,False
0.37246597763262856,False,False
0.46884243606930487,False,False
0.2845823201900049,False,False
0.35063499567402157,False,False
0.3275688935018937,False,False
0.37988265897828327,False,False
0.3452682531881372,False,False
0.31275127559795735,False,False
0.305379893744139,False,False
0.36908512611602257,False,False
0.2862657250000588,False,False
0.36815750864926117,False,False
0.45752055508315725,False,False
0.29935176161542487,False,False
0.35795047769356036,False,False
0.27122820284525195,False,False
0.29277149467845637,False,False
0.3919287486279865,False,False
0.0,True,False
0.3372971069540518,False,False
0.30161955027839765,False,False
0.3686524390086131,False,False
0.3106786065974796,False,False
0.30007996721824304,False,False
0.3883389746441521,False,False
0.39530481264772693,False,False
0.377807592360005,False,False
0.2970966182640933,False,False
0.0,True,False
0.2719566755797208,False,False
0.3523586155204712,False,False
0.43566018000130763,False,False
0.405227469275438,False,False
0.39231535888633823,False,False
0.3199923215307137,False,False
