FinalBTC,Liquidated,GoalReached
0.0,True,False
0.3293466943205494,False,False
0.31378376584118656,False,False
0.42182516369733286,False,False
0.39695690214279694,False,False
0.35916697619563054,False,False
0.2959411191857386,False,False
0.3639084181217226,False,False
0.0,True,False
0.0,True,False
0.3167605967177896,False,False
0.3592152397958121,False,False
0.3021094325123476,False,False
0.2833955271557579,False,False
0.28054273748335534,False,False
0.3846585089088782,False,False
0.34015491039359974,False,False
0.4505075601684256,False,False
0.4659914879897816,False,False
0.4060012265993937,False,False
0.0,True,False
0.3338127768385469,False,False
0.32149846692992884,False,False
0.2808136461464037,False,False
0.39574938920664654,False,False
0.3410287478939119,False,False
0.4227770686150758,False,False
0.29650598058738076,False,False
0.35403962697614394,False,False
0.3307733877458403,False,False
0.0,True,False
0.387489590025117,False,False
0.2714522334048024,False,False
0.28869366859555623,False,False
0.371186098071946,False,False
0.36099798312729264,False,False
0.4255313529094633,False,False
0.33777246898199,False,False
0.2937548926463386,False,False
0.38026899015188004,False,False
0.30513105397126666,False,False
0.32123609847827284,False,False
0.4129681827671216,False,False
0.32908129607602,False,False
0.40334291138018036,False,False
0.4278485111183141,False,False
0.33630895286173085,False,False
0.0,True,False
0.4092599086607525,False,False
0.3078817937292451,False,False
