FinalBTC,Liquidated,GoalReached
0.31664891799856354,False,False
0.45054660492578497,False,False
0.3246112480018839,False,False
0.0,True,False
0.31839487490807333,False,False
0.3047026828981458,False,False
0.2968706138868331,False,False
0.4274895956506113,False,False
0.32557213302697546,False,False
0.36612339015564954,False,False
0.3896064641187403,False,False
0.4098120994344115,False,False
0.37803716949867083,False,False
0.34419221326788074,False,False
0.4623702780826789,False,False
0.46891461784165733,False,False
0.0,True,False
0.35189160671315534,False,False
0.36217812287681966,False,False
0.37289440408880564,False,False
0.2749254670000781,False,False
0.33741443530672827,False,False
0.2890331854042988,False,False
0.30453745949586924,False,False
0.3397334702010616,False,False
0.0,True,False
0.4068711902845626,False,False
0.3584540390184283,False,False
0.3897035993053916,False,False
0.4411757101819342,False,False
0.34868697978630175,False,False
0.389762784386689,False,False
0.3259843670328473,False,False
0.430978691638669,False,False
0.332862500752472,False,False
0.43082690469996865,False,False
0.31957805711192405,False,False
0.25320945810036916,False,False
0.29962700073578313,False,False
0.39167083311192896,False,False
0.333630987217598,False,False
0.46394119463218003,False,False
0.29884627423300353,False,False
0.3442113252344977,False,False
0.34168006603867385,False,False
0.4153878431841898,False,False
0.37142599275502813,False,False
0.4256622815608116,False,False
0.3860559715833712,False,False
0.35835955040881323,False,False
